X,Y,ASCII,Foreground,Background
11,7,30,#DEDEDE,#0A0A0A
12,7,32,#000000,#040404
13,7,32,#000000,#040404
14,7,32,#000000,#040404
0,8,249,#DEDEDE,#0A0A0A
1,8,249,#DEDEDE,#0A0A0A
2,8,30,#DEDEDE,#0A0A0A
3,8,31,#DEDEDE,#0A0A0A
4,8,30,#DEDEDE,#0A0A0A
5,8,31,#DEDEDE,#0A0A0A
6,8,218,#DEDEDE,#0A0A0A
7,8,179,#DEDEDE,#0A0A0A
8,8,191,#DEDEDE,#0A0A0A
9,8,31,#DEDEDE,#0A0A0A
10,8,30,#DEDEDE,#0A0A0A
11,8,31,#DEDEDE,#0A0A0A
12,8,30,#DEDEDE,#0A0A0A
13,8,249,#DEDEDE,#0A0A0A
14,8,249,#DEDEDE,#0A0A0A
0,9,32,#000000,#040404
1,9,32,#000000,#040404
2,9,31,#DEDEDE,#0A0A0A
3,9,30,#DEDEDE,#0A0A0A
4,9,31,#DEDEDE,#0A0A0A
5,9,179,#DEDEDE,#0A0A0A
6,9,47,#DEDEDE,#0A0A0A
7,9,179,#DEDEDE,#0A0A0A
8,9,92,#DEDEDE,#0A0A0A
9,9,179,#DEDEDE,#0A0A0A
10,9,31,#DEDEDE,#0A0A0A
11,9,30,#DEDEDE,#0A0A0A
12,9,31,#DEDEDE,#0A0A0A
13,9,32,#000000,#040404
14,9,32,#000000,#040404
0,10,32,#000000,#040404
1,10,32,#000000,#040404
2,10,249,#DEDEDE,#0A0A0A
3,10,31,#DEDEDE,#0A0A0A
4,10,191,#DEDEDE,#0A0A0A
5,10,8,#DEDEDE,#0A0A0A
6,10,194,#DEDEDE,#0A0A0A
7,10,94,#DEDEDE,#0A0A0A
8,10,194,#DEDEDE,#0A0A0A
9,10,8,#DEDEDE,#0A0A0A
10,10,218,#DEDEDE,#0A0A0A
11,10,31,#DEDEDE,#0A0A0A
12,10,249,#DEDEDE,#0A0A0A
13,10,32,#000000,#040404
14,10,32,#000000,#040404
0,11,32,#000000,#040404
1,11,32,#000000,#040404
2,11,32,#000000,#040404
3,11,192,#DEDEDE,#0A0A0A
4,11,197,#DEDEDE,#0A0A0A
5,11,193,#DEDEDE,#0A0A0A
6,11,47,#DEDEDE,#0A0A0A
7,11,30,#DEDEDE,#0A0A0A
8,11,92,#DEDEDE,#0A0A0A
9,11,193,#DEDEDE,#0A0A0A
10,11,197,#DEDEDE,#0A0A0A
11,11,217,#DEDEDE,#0A0A0A
12,11,32,#000000,#040404
13,11,32,#000000,#040404
14,11,32,#000000,#040404
0,12,32,#000000,#040404
1,12,32,#000000,#040404
2,12,32,#000000,#040404
3,12,249,#DEDEDE,#0A0A0A
4,12,180,#DEDEDE,#0A0A0A
5,12,174,#DEDEDE,#0A0A0A
6,12,174,#DEDEDE,#0A0A0A
7,12,61,#DEDEDE,#0A0A0A
8,12,175,#DEDEDE,#0A0A0A
9,12,175,#DEDEDE,#0A0A0A
10,12,195,#DEDEDE,#0A0A0A
11,12,249,#DEDEDE,#0A0A0A
12,12,32,#000000,#040404
13,12,32,#000000,#040404
14,12,32,#000000,#040404
0,13,32,#000000,#040404
1,13,32,#000000,#040404
2,13,32,#000000,#040404
3,13,218,#DEDEDE,#0A0A0A
4,13,197,#DEDEDE,#0A0A0A
5,13,194,#DEDEDE,#0A0A0A
6,13,92,#DEDEDE,#0A0A0A
7,13,31,#DEDEDE,#0A0A0A
8,13,47,#DEDEDE,#0A0A0A
9,13,194,#DEDEDE,#0A0A0A
10,13,197,#DEDEDE,#0A0A0A
11,13,191,#DEDEDE,#0A0A0A
12,13,32,#000000,#040404
13,13,32,#000000,#040404
14,13,32,#000000,#040404
0,14,32,#000000,#040404
1,14,32,#000000,#040404
2,14,249,#DEDEDE,#0A0A0A
3,14,30,#DEDEDE,#0A0A0A
4,14,217,#DEDEDE,#0A0A0A
5,14,8,#DEDEDE,#0A0A0A
6,14,193,#DEDEDE,#0A0A0A
7,14,118,#DEDEDE,#0A0A0A
8,14,193,#DEDEDE,#0A0A0A
9,14,8,#DEDEDE,#0A0A0A
10,14,192,#DEDEDE,#0A0A0A
11,14,30,#DEDEDE,#0A0A0A
12,14,249,#DEDEDE,#0A0A0A
13,14,32,#000000,#040404
14,14,32,#000000,#040404
0,15,32,#000000,#040404
1,15,32,#000000,#040404
2,15,30,#DEDEDE,#0A0A0A
3,15,31,#DEDEDE,#0A0A0A
4,15,30,#DEDEDE,#0A0A0A
5,15,179,#DEDEDE,#0A0A0A
6,15,92,#DEDEDE,#0A0A0A
7,15,179,#DEDEDE,#0A0A0A
8,15,47,#DEDEDE,#0A0A0A
9,15,179,#DEDEDE,#0A0A0A
10,15,30,#DEDEDE,#0A0A0A
11,15,31,#DEDEDE,#0A0A0A
12,15,30,#DEDEDE,#0A0A0A
13,15,32,#000000,#040404
14,15,32,#000000,#040404
0,16,249,#DEDEDE,#0A0A0A
1,16,249,#DEDEDE,#0A0A0A
2,16,31,#DEDEDE,#0A0A0A
3,16,30,#DEDEDE,#0A0A0A
4,16,31,#DEDEDE,#0A0A0A
5,16,30,#DEDEDE,#0A0A0A
6,16,192,#DEDEDE,#0A0A0A
7,16,179,#DEDEDE,#0A0A0A
8,16,217,#DEDEDE,#0A0A0A
9,16,30,#DEDEDE,#0A0A0A
10,16,31,#DEDEDE,#0A0A0A
11,16,30,#DEDEDE,#0A0A0A
12,16,31,#DEDEDE,#0A0A0A
13,16,249,#DEDEDE,#0A0A0A
14,16,249,#DEDEDE,#0A0A0A
0,17,32,#000000,#040404
1,17,32,#000000,#040404
2,17,32,#000000,#040404
3,17,31,#DEDEDE,#0A0A0A
4,17,30,#DEDEDE,#0A0A0A
5,17,31,#DEDEDE,#0A0A0A
6,17,211,#DEDEDE,#0A0A0A
7,17,193,#DEDEDE,#0A0A0A
8,17,189,#DEDEDE,#0A0A0A
9,17,31,#DEDEDE,#0A0A0A
10,17,30,#DEDEDE,#0A0A0A
11,17,31,#DEDEDE,#0A0A0A
12,17,32,#000000,#040404
13,17,32,#000000,#040404
14,17,32,#000000,#040404
0,18,32,#000000,#040404
1,18,32,#000000,#040404
2,18,249,#DEDEDE,#0A0A0A
3,18,32,#000000,#040404
4,18,31,#DEDEDE,#0A0A0A
5,18,30,#DEDEDE,#0A0A0A
6,18,186,#DEDEDE,#0A0A0A
7,18,8,#DEDEDE,#0A0A0A
8,18,186,#DEDEDE,#0A0A0A
9,18,30,#DEDEDE,#0A0A0A
10,18,31,#DEDEDE,#0A0A0A
11,18,32,#000000,#040404
12,18,249,#DEDEDE,#0A0A0A
13,18,32,#000000,#040404
14,18,32,#000000,#040404
0,19,32,#000000,#040404
1,19,32,#000000,#040404
2,19,32,#000000,#040404
3,19,32,#000000,#040404
4,19,249,#DEDEDE,#0A0A0A
5,19,31,#DEDEDE,#0A0A0A
6,19,211,#DEDEDE,#0A0A0A
7,19,186,#DEDEDE,#0A0A0A
8,19,189,#DEDEDE,#0A0A0A
9,19,31,#DEDEDE,#0A0A0A
10,19,249,#DEDEDE,#0A0A0A
11,19,32,#000000,#040404
12,19,32,#000000,#040404
13,19,32,#000000,#040404
14,19,32,#000000,#040404
0,20,32,#000000,#040404
1,20,32,#000000,#040404
2,20,32,#000000,#040404
3,20,32,#000000,#040404
4,20,249,#DEDEDE,#0A0A0A
5,20,32,#000000,#040404
6,20,32,#000000,#040404
7,20,31,#DEDEDE,#0A0A0A
8,20,32,#000000,#040404
9,20,32,#000000,#040404
10,20,249,#DEDEDE,#0A0A0A
11,20,32,#000000,#040404
12,20,32,#000000,#040404
13,20,32,#000000,#040404
14,20,32,#000000,#040404
0,21,32,#000000,#040404
1,21,32,#000000,#040404
2,21,32,#000000,#040404
3,21,32,#000000,#040404
4,21,32,#000000,#040404
5,21,32,#000000,#040404
6,21,32,#000000,#040404
7,21,249,#DEDEDE,#0A0A0A
8,21,32,#000000,#040404
9,21,32,#000000,#040404
10,21,32,#000000,#040404
11,21,32,#000000,#040404
12,21,32,#000000,#040404
13,21,32,#000000,#040404
14,21,32,#000000,#040404
0,22,32,#000000,#040404
1,22,32,#000000,#040404
2,22,32,#000000,#040404
3,22,32,#000000,#040404
4,22,32,#000000,#040404
5,22,32,#000000,#040404
6,22,32,#000000,#040404
7,22,249,#DEDEDE,#0A0A0A
8,22,32,#000000,#040404
9,22,32,#000000,#040404
10,22,32,#000000,#040404
11,22,32,#000000,#040404
12,22,32,#000000,#040404
13,22,32,#000000,#040404
14,22,32,#000000,#040404
0,23,32,#000000,#040404
1,23,32,#000000,#040404
2,23,32,#000000,#040404
3,23,32,#000000,#040404
4,23,32,#000000,#040404
5,23,32,#000000,#040404
6,23,32,#000000,#040404
7,23,32,#000000,#040404
8,23,32,#000000,#040404
9,23,32,#000000,#040404
10,23,32,#000000,#040404
11,23,32,#000000,#040404
12,23,32,#000000,#040404
13,23,32,#000000,#040404
14,23,32,#000000,#040404
0,24,32,#000000,#040404
1,24,32,#000000,#040404
2,24,32,#000000,#040404
3,24,32,#000000,#040404
4,24,32,#000000,#040404
5,24,32,#000000,#040404
6,24,32,#000000,#040404
7,24,249,#DEDEDE,#0A0A0A
8,24,32,#000000,#040404
9,24,32,#000000,#040404
10,24,32,#000000,#040404
11,24,32,#000000,#040404
12,24,32,#000000,#040404
13,24,32,#000000,#040404
14,24,32,#000000,#040404
