X,Y,ASCII,Foreground,Background
9,7,188,#DEDEDE,#0A0A0A
10,7,192,#DEDEDE,#0A0A0A
11,7,217,#DEDEDE,#0A0A0A
12,7,32,#000000,#040404
0,8,32,#000000,#040404
1,8,32,#000000,#040404
2,8,32,#000000,#040404
3,8,218,#DEDEDE,#0A0A0A
4,8,197,#DEDEDE,#0A0A0A
5,8,183,#DEDEDE,#0A0A0A
6,8,192,#DEDEDE,#0A0A0A
7,8,214,#DEDEDE,#0A0A0A
8,8,197,#DEDEDE,#0A0A0A
9,8,191,#DEDEDE,#0A0A0A
10,8,32,#000000,#040404
11,8,32,#000000,#040404
12,8,32,#000000,#040404
0,9,32,#000000,#040404
1,9,32,#000000,#040404
2,9,8,#DEDEDE,#0A0A0A
3,9,8,#DEDEDE,#0A0A0A
4,9,217,#DEDEDE,#0A0A0A
5,9,200,#DEDEDE,#0A0A0A
6,9,203,#DEDEDE,#0A0A0A
7,9,188,#DEDEDE,#0A0A0A
8,9,192,#DEDEDE,#0A0A0A
9,9,8,#DEDEDE,#0A0A0A
10,9,8,#DEDEDE,#0A0A0A
11,9,32,#000000,#040404
12,9,32,#000000,#040404
0,10,32,#000000,#040404
1,10,32,#000000,#040404
2,10,249,#DEDEDE,#0A0A0A
3,10,8,#DEDEDE,#0A0A0A
4,10,32,#000000,#040404
5,10,218,#DEDEDE,#0A0A0A
6,10,189,#DEDEDE,#0A0A0A
7,10,191,#DEDEDE,#0A0A0A
8,10,32,#000000,#040404
9,10,8,#DEDEDE,#0A0A0A
10,10,249,#DEDEDE,#0A0A0A
11,10,32,#000000,#040404
12,10,32,#000000,#040404
0,11,32,#000000,#040404
1,11,32,#000000,#040404
2,11,32,#000000,#040404
3,11,32,#000000,#040404
4,11,32,#000000,#040404
5,11,192,#DEDEDE,#0A0A0A
6,11,196,#DEDEDE,#0A0A0A
7,11,217,#DEDEDE,#0A0A0A
8,11,32,#000000,#040404
9,11,32,#000000,#040404
10,11,32,#000000,#040404
11,11,32,#000000,#040404
12,11,32,#000000,#040404
0,12,32,#000000,#040404
1,12,32,#000000,#040404
2,12,32,#000000,#040404
3,12,32,#000000,#040404
4,12,32,#000000,#040404
5,12,32,#000000,#040404
6,12,249,#DEDEDE,#0A0A0A
7,12,32,#000000,#040404
8,12,32,#000000,#040404
9,12,32,#000000,#040404
10,12,32,#000000,#040404
11,12,32,#000000,#040404
12,12,32,#000000,#040404
