X,Y,ASCII,Foreground,Background
9,7,32,#000000,#000000
10,7,32,#000000,#000000
11,7,32,#000000,#000000
12,7,32,#000000,#000000
13,7,179,#FFFFFF,#000000
14,7,32,#000000,#000000
15,7,32,#000000,#000000
16,7,32,#000000,#000000
17,7,32,#000000,#000000
18,7,32,#000000,#000000
19,7,179,#FFFFFF,#000000
20,7,32,#000000,#000000
21,7,32,#000000,#000000
22,7,32,#000000,#000000
23,7,32,#000000,#000000
24,7,32,#000000,#000000
25,7,32,#000000,#000000
26,7,32,#000000,#000000
27,7,32,#000000,#000000
28,7,32,#000000,#000000
29,7,32,#000000,#000000
30,7,32,#000000,#000000
31,7,32,#000000,#000000
32,7,32,#000000,#000000
33,7,32,#000000,#000000
34,7,32,#000000,#000000
35,7,32,#000000,#000000
36,7,32,#000000,#000000
37,7,32,#000000,#000000
38,7,32,#000000,#000000
39,7,32,#000000,#000000
40,7,32,#000000,#000000
0,8,32,#000000,#000000
1,8,32,#000000,#000000
2,8,32,#000000,#000000
3,8,32,#000000,#000000
4,8,32,#000000,#000000
5,8,32,#000000,#000000
6,8,32,#000000,#000000
7,8,32,#000000,#000000
8,8,32,#000000,#000000
9,8,32,#000000,#000000
10,8,32,#000000,#000000
11,8,32,#000000,#000000
12,8,32,#000000,#000000
13,8,39,#FFFFFF,#000000
14,8,179,#FFFFFF,#000000
15,8,32,#000000,#000000
16,8,32,#000000,#000000
17,8,32,#000000,#000000
18,8,32,#000000,#000000
19,8,179,#FFFFFF,#000000
20,8,32,#000000,#000000
21,8,32,#000000,#000000
22,8,32,#000000,#000000
23,8,32,#000000,#000000
24,8,32,#000000,#000000
25,8,32,#000000,#000000
26,8,32,#000000,#000000
27,8,32,#000000,#000000
28,8,32,#000000,#000000
29,8,32,#000000,#000000
30,8,32,#000000,#000000
31,8,32,#000000,#000000
32,8,32,#000000,#000000
33,8,32,#000000,#000000
34,8,32,#000000,#000000
35,8,32,#000000,#000000
36,8,32,#000000,#000000
37,8,32,#000000,#000000
38,8,32,#000000,#000000
39,8,32,#000000,#000000
40,8,32,#000000,#000000
0,9,32,#000000,#000000
1,9,32,#000000,#000000
2,9,32,#000000,#000000
3,9,32,#000000,#000000
4,9,32,#000000,#000000
5,9,32,#000000,#000000
6,9,32,#000000,#000000
7,9,32,#000000,#000000
8,9,32,#000000,#000000
9,9,32,#000000,#000000
10,9,32,#000000,#000000
11,9,32,#000000,#000000
12,9,32,#000000,#000000
13,9,32,#000000,#000000
14,9,39,#FFFFFF,#000000
15,9,32,#000000,#000000
16,9,46,#FFFFFF,#000000
17,9,44,#FFFFFF,#000000
18,9,7,#FFFFFF,#000000
19,9,7,#FFFFFF,#000000
20,9,44,#FFFFFF,#000000
21,9,44,#FFFFFF,#000000
22,9,44,#FFFFFF,#000000
23,9,32,#000000,#000000
24,9,32,#000000,#000000
25,9,32,#000000,#000000
26,9,32,#000000,#000000
27,9,32,#000000,#000000
28,9,32,#000000,#000000
29,9,32,#000000,#000000
30,9,32,#000000,#000000
31,9,32,#000000,#000000
32,9,32,#000000,#000000
33,9,32,#000000,#000000
34,9,32,#000000,#000000
35,9,32,#000000,#000000
36,9,32,#000000,#000000
37,9,32,#000000,#000000
38,9,32,#000000,#000000
39,9,32,#000000,#000000
40,9,32,#000000,#000000
0,10,32,#000000,#000000
1,10,32,#000000,#000000
2,10,32,#000000,#000000
3,10,32,#000000,#000000
4,10,32,#000000,#000000
5,10,32,#000000,#000000
6,10,32,#000000,#000000
7,10,32,#000000,#000000
8,10,32,#000000,#000000
9,10,32,#000000,#000000
10,10,32,#000000,#000000
11,10,44,#FFFFFF,#000000
12,10,32,#000000,#000000
13,10,91,#FFFFFF,#000000
14,10,91,#FFFFFF,#000000
15,10,32,#000000,#000000
16,10,32,#000000,#000000
17,10,32,#000000,#000000
18,10,32,#000000,#000000
19,10,32,#000000,#000000
20,10,91,#FFFFFF,#000000
21,10,91,#FFFFFF,#000000
22,10,91,#FFFFFF,#000000
23,10,39,#FFFFFF,#000000
24,10,32,#000000,#000000
25,10,32,#000000,#000000
26,10,32,#000000,#000000
27,10,32,#000000,#000000
28,10,32,#000000,#000000
29,10,32,#000000,#000000
30,10,32,#000000,#000000
31,10,32,#000000,#000000
32,10,32,#000000,#000000
33,10,32,#000000,#000000
34,10,32,#000000,#000000
35,10,32,#000000,#000000
36,10,32,#000000,#000000
37,10,32,#000000,#000000
38,10,32,#000000,#000000
39,10,32,#000000,#000000
40,10,32,#000000,#000000
0,11,32,#000000,#000000
1,11,32,#000000,#000000
2,11,32,#000000,#000000
3,11,32,#000000,#000000
4,11,32,#000000,#000000
5,11,32,#000000,#000000
6,11,32,#000000,#000000
7,11,32,#000000,#000000
8,11,32,#000000,#000000
9,11,32,#000000,#000000
10,11,39,#FFFFFF,#000000
11,11,91,#FFFFFF,#000000
12,11,91,#FFFFFF,#000000
13,11,32,#000000,#000000
14,11,32,#000000,#000000
15,11,32,#000000,#000000
16,11,32,#000000,#000000
17,11,32,#000000,#000000
18,11,32,#000000,#000000
19,11,32,#000000,#000000
20,11,155,#FFFFFF,#000000
21,11,222,#FFFFFF,#000000
22,11,91,#FFFFFF,#000000
23,11,173,#FFFFFF,#000000
24,11,39,#FFFFFF,#000000
25,11,32,#000000,#000000
26,11,32,#000000,#000000
27,11,32,#000000,#000000
28,11,32,#000000,#000000
29,11,32,#000000,#000000
30,11,32,#000000,#000000
31,11,32,#000000,#000000
32,11,32,#000000,#000000
33,11,32,#000000,#000000
34,11,32,#000000,#000000
35,11,32,#000000,#000000
36,11,32,#000000,#000000
37,11,32,#000000,#000000
38,11,32,#000000,#000000
39,11,32,#000000,#000000
40,11,32,#000000,#000000
0,12,32,#000000,#000000
1,12,32,#000000,#000000
2,12,32,#000000,#000000
3,12,32,#000000,#000000
4,12,32,#000000,#000000
5,12,32,#000000,#000000
6,12,32,#000000,#000000
7,12,32,#000000,#000000
8,12,32,#000000,#000000
9,12,39,#FFFFFF,#000000
10,12,222,#FFFFFF,#000000
11,12,39,#FFFFFF,#000000
12,12,155,#FFFFFF,#000000
13,12,32,#000000,#000000
14,12,32,#000000,#000000
15,12,91,#FFFFFF,#000000
16,12,39,#FFFFFF,#000000
17,12,93,#FFFFFF,#000000
18,12,15,#FFFFFF,#000000
19,12,32,#000000,#000000
20,12,91,#FFFFFF,#000000
21,12,91,#FFFFFF,#000000
22,12,222,#FFFFFF,#000000
23,12,173,#FFFFFF,#000000
24,12,173,#FFFFFF,#000000
25,12,39,#FFFFFF,#000000
26,12,32,#000000,#000000
27,12,32,#000000,#000000
28,12,32,#000000,#000000
29,12,32,#000000,#000000
30,12,32,#000000,#000000
31,12,32,#000000,#000000
32,12,32,#000000,#000000
33,12,32,#000000,#000000
34,12,32,#000000,#000000
35,12,32,#000000,#000000
36,12,32,#000000,#000000
37,12,32,#000000,#000000
38,12,32,#000000,#000000
39,12,32,#000000,#000000
40,12,32,#000000,#000000
0,13,32,#000000,#000000
1,13,32,#000000,#000000
2,13,32,#000000,#000000
3,13,32,#000000,#000000
4,13,32,#000000,#000000
5,13,32,#000000,#000000
6,13,32,#000000,#000000
7,13,32,#000000,#000000
8,13,173,#FFFFFF,#000000
9,13,222,#FFFFFF,#000000
10,13,91,#FFFFFF,#000000
11,13,39,#FFFFFF,#000000
12,13,91,#FFFFFF,#000000
13,13,91,#FFFFFF,#000000
14,13,32,#000000,#000000
15,13,32,#000000,#000000
16,13,39,#FFFFFF,#000000
17,13,39,#FFFFFF,#000000
18,13,39,#FFFFFF,#000000
19,13,32,#000000,#000000
20,13,91,#FFFFFF,#000000
21,13,91,#FFFFFF,#000000
22,13,91,#FFFFFF,#000000
23,13,222,#FFFFFF,#000000
24,13,173,#FFFFFF,#000000
25,13,173,#FFFFFF,#000000
26,13,32,#000000,#000000
27,13,32,#000000,#000000
28,13,32,#000000,#000000
29,13,32,#000000,#000000
30,13,32,#000000,#000000
31,13,32,#000000,#000000
32,13,32,#000000,#000000
33,13,32,#000000,#000000
34,13,32,#000000,#000000
35,13,32,#000000,#000000
36,13,32,#000000,#000000
37,13,32,#000000,#000000
38,13,32,#000000,#000000
39,13,32,#000000,#000000
40,13,32,#000000,#000000
0,14,32,#000000,#000000
1,14,32,#000000,#000000
2,14,32,#000000,#000000
3,14,32,#000000,#000000
4,14,32,#000000,#000000
5,14,32,#000000,#000000
6,14,32,#000000,#000000
7,14,173,#FFFFFF,#000000
8,14,222,#FFFFFF,#000000
9,14,173,#FFFFFF,#000000
10,14,91,#FFFFFF,#000000
11,14,39,#FFFFFF,#000000
12,14,32,#000000,#000000
13,14,91,#FFFFFF,#000000
14,14,222,#FFFFFF,#000000
15,14,32,#000000,#000000
16,14,174,#FFFFFF,#000000
17,14,174,#FFFFFF,#000000
18,14,174,#FFFFFF,#000000
19,14,174,#FFFFFF,#000000
20,14,174,#FFFFFF,#000000
21,14,123,#FFFFFF,#000000
22,14,32,#000000,#000000
23,14,173,#FFFFFF,#000000
24,14,222,#FFFFFF,#000000
25,14,173,#FFFFFF,#000000
26,14,173,#FFFFFF,#000000
27,14,32,#000000,#000000
28,14,32,#000000,#000000
29,14,32,#000000,#000000
30,14,32,#000000,#000000
31,14,32,#000000,#000000
32,14,32,#000000,#000000
33,14,32,#000000,#000000
34,14,32,#000000,#000000
35,14,32,#000000,#000000
36,14,32,#000000,#000000
37,14,32,#000000,#000000
38,14,32,#000000,#000000
39,14,32,#000000,#000000
40,14,32,#000000,#000000
0,15,32,#000000,#000000
1,15,32,#000000,#000000
2,15,32,#000000,#000000
3,15,32,#000000,#000000
4,15,32,#000000,#000000
5,15,32,#000000,#000000
6,15,222,#FFFFFF,#000000
7,15,222,#FFFFFF,#000000
8,15,91,#FFFFFF,#000000
9,15,39,#FFFFFF,#000000
10,15,32,#000000,#000000
11,15,32,#000000,#000000
12,15,32,#000000,#000000
13,15,32,#000000,#000000
14,15,91,#FFFFFF,#000000
15,15,222,#FFFFFF,#000000
16,15,32,#000000,#000000
17,15,95,#FFFFFF,#000000
18,15,95,#FFFFFF,#000000
19,15,95,#FFFFFF,#000000
20,15,95,#FFFFFF,#000000
21,15,95,#FFFFFF,#000000
22,15,95,#FFFFFF,#000000
23,15,32,#000000,#000000
24,15,173,#FFFFFF,#000000
25,15,91,#FFFFFF,#000000
26,15,91,#FFFFFF,#000000
27,15,91,#FFFFFF,#000000
28,15,32,#000000,#000000
29,15,32,#000000,#000000
30,15,32,#000000,#000000
31,15,32,#000000,#000000
32,15,32,#000000,#000000
33,15,32,#000000,#000000
34,15,32,#000000,#000000
35,15,32,#000000,#000000
36,15,32,#000000,#000000
37,15,32,#000000,#000000
38,15,32,#000000,#000000
39,15,32,#000000,#000000
40,15,32,#000000,#000000
0,16,32,#000000,#000000
1,16,32,#000000,#000000
2,16,32,#000000,#000000
3,16,32,#000000,#000000
4,16,32,#000000,#000000
5,16,222,#FFFFFF,#000000
6,16,91,#FFFFFF,#000000
7,16,91,#FFFFFF,#000000
8,16,173,#FFFFFF,#000000
9,16,32,#000000,#000000
10,16,32,#000000,#000000
11,16,179,#FFFFFF,#000000
12,16,179,#FFFFFF,#000000
13,16,91,#FFFFFF,#000000
14,16,222,#FFFFFF,#000000
15,16,32,#000000,#000000
16,16,222,#FFFFFF,#000000
17,16,222,#FFFFFF,#000000
18,16,32,#000000,#000000
19,16,123,#FFFFFF,#000000
20,16,123,#FFFFFF,#000000
21,16,123,#FFFFFF,#000000
22,16,123,#FFFFFF,#000000
23,16,32,#000000,#000000
24,16,32,#000000,#000000
25,16,222,#FFFFFF,#000000
26,16,91,#FFFFFF,#000000
27,16,91,#FFFFFF,#000000
28,16,32,#000000,#000000
29,16,32,#000000,#000000
30,16,32,#000000,#000000
31,16,32,#000000,#000000
32,16,32,#000000,#000000
33,16,32,#000000,#000000
34,16,32,#000000,#000000
35,16,32,#000000,#000000
36,16,32,#000000,#000000
37,16,32,#000000,#000000
38,16,32,#000000,#000000
39,16,32,#000000,#000000
40,16,32,#000000,#000000
0,17,32,#000000,#000000
1,17,32,#000000,#000000
2,17,32,#000000,#000000
3,17,32,#000000,#000000
4,17,32,#000000,#000000
5,17,39,#FFFFFF,#000000
6,17,91,#FFFFFF,#000000
7,17,91,#FFFFFF,#000000
8,17,32,#000000,#000000
9,17,32,#000000,#000000
10,17,32,#000000,#000000
11,17,32,#000000,#000000
12,17,32,#000000,#000000
13,17,222,#FFFFFF,#000000
14,17,91,#FFFFFF,#000000
15,17,222,#FFFFFF,#000000
16,17,39,#FFFFFF,#000000
17,17,222,#FFFFFF,#000000
18,17,222,#FFFFFF,#000000
19,17,32,#000000,#000000
20,17,95,#FFFFFF,#000000
21,17,95,#FFFFFF,#000000
22,17,95,#FFFFFF,#000000
23,17,95,#FFFFFF,#000000
24,17,32,#000000,#000000
25,17,173,#FFFFFF,#000000
26,17,91,#FFFFFF,#000000
27,17,91,#FFFFFF,#000000
28,17,179,#FFFFFF,#000000
29,17,32,#000000,#000000
30,17,32,#000000,#000000
31,17,32,#000000,#000000
32,17,32,#000000,#000000
33,17,32,#000000,#000000
34,17,32,#000000,#000000
35,17,32,#000000,#000000
36,17,32,#000000,#000000
37,17,32,#000000,#000000
38,17,32,#000000,#000000
39,17,32,#000000,#000000
40,17,32,#000000,#000000
0,18,32,#000000,#000000
1,18,32,#000000,#000000
2,18,32,#000000,#000000
3,18,32,#000000,#000000
4,18,32,#000000,#000000
5,18,91,#FFFFFF,#000000
6,18,31,#FFFFFF,#000000
7,18,91,#FFFFFF,#000000
8,18,32,#000000,#000000
9,18,32,#000000,#000000
10,18,32,#000000,#000000
11,18,32,#000000,#000000
12,18,32,#000000,#000000
13,18,95,#FFFFFF,#000000
14,18,32,#000000,#000000
15,18,91,#FFFFFF,#000000
16,18,39,#FFFFFF,#000000
17,18,91,#FFFFFF,#000000
18,18,222,#FFFFFF,#000000
19,18,179,#FFFFFF,#000000
20,18,32,#000000,#000000
21,18,61,#FFFFFF,#000000
22,18,61,#FFFFFF,#000000
23,18,61,#FFFFFF,#000000
24,18,32,#000000,#000000
25,18,173,#FFFFFF,#000000
26,18,173,#FFFFFF,#000000
27,18,91,#FFFFFF,#000000
28,18,32,#000000,#000000
29,18,32,#000000,#000000
30,18,32,#000000,#000000
31,18,32,#000000,#000000
32,18,32,#000000,#000000
33,18,32,#000000,#000000
34,18,32,#000000,#000000
35,18,32,#000000,#000000
36,18,32,#000000,#000000
37,18,32,#000000,#000000
38,18,32,#000000,#000000
39,18,32,#000000,#000000
40,18,32,#000000,#000000
0,19,32,#000000,#000000
1,19,32,#000000,#000000
2,19,32,#000000,#000000
3,19,32,#000000,#000000
4,19,173,#FFFFFF,#000000
5,19,173,#FFFFFF,#000000
6,19,91,#FFFFFF,#000000
7,19,222,#FFFFFF,#000000
8,19,32,#000000,#000000
9,19,32,#000000,#000000
10,19,32,#000000,#000000
11,19,32,#000000,#000000
12,19,32,#000000,#000000
13,19,30,#FFFFFF,#000000
14,19,32,#000000,#000000
15,19,32,#000000,#000000
16,19,32,#000000,#000000
17,19,39,#FFFFFF,#000000
18,19,91,#FFFFFF,#000000
19,19,179,#FFFFFF,#000000
20,19,155,#FFFFFF,#000000
21,19,32,#000000,#000000
22,19,32,#000000,#000000
23,19,32,#000000,#000000
24,19,125,#FFFFFF,#000000
25,19,173,#FFFFFF,#000000
26,19,222,#FFFFFF,#000000
27,19,222,#FFFFFF,#000000
28,19,179,#FFFFFF,#000000
29,19,44,#FFFFFF,#000000
30,19,32,#000000,#000000
31,19,32,#000000,#000000
32,19,32,#000000,#000000
33,19,32,#000000,#000000
34,19,32,#000000,#000000
35,19,32,#000000,#000000
36,19,32,#000000,#000000
37,19,32,#000000,#000000
38,19,32,#000000,#000000
39,19,32,#000000,#000000
40,19,32,#000000,#000000
0,20,32,#000000,#000000
1,20,32,#000000,#000000
2,20,32,#000000,#000000
3,20,32,#000000,#000000
4,20,168,#FFFFFF,#000000
5,20,168,#FFFFFF,#000000
6,20,168,#FFFFFF,#000000
7,20,168,#FFFFFF,#000000
8,20,168,#FFFFFF,#000000
9,20,32,#000000,#000000
10,20,32,#000000,#000000
11,20,173,#FFFFFF,#000000
12,20,91,#FFFFFF,#000000
13,20,222,#FFFFFF,#000000
14,20,173,#FFFFFF,#000000
15,20,32,#000000,#000000
16,20,32,#000000,#000000
17,20,179,#FFFFFF,#000000
18,20,39,#FFFFFF,#000000
19,20,91,#FFFFFF,#000000
20,20,222,#FFFFFF,#000000
21,20,222,#FFFFFF,#000000
22,20,32,#000000,#000000
23,20,125,#FFFFFF,#000000
24,20,125,#FFFFFF,#000000
25,20,44,#FFFFFF,#000000
26,20,173,#FFFFFF,#000000
27,20,222,#FFFFFF,#000000
28,20,179,#FFFFFF,#000000
29,20,44,#FFFFFF,#000000
30,20,32,#000000,#000000
31,20,32,#000000,#000000
32,20,32,#000000,#000000
33,20,32,#000000,#000000
34,20,32,#000000,#000000
35,20,32,#000000,#000000
36,20,32,#000000,#000000
37,20,32,#000000,#000000
38,20,32,#000000,#000000
39,20,32,#000000,#000000
40,20,32,#000000,#000000
0,21,32,#000000,#000000
1,21,32,#000000,#000000
2,21,32,#000000,#000000
3,21,244,#FFFFFF,#000000
4,21,244,#FFFFFF,#000000
5,21,32,#000000,#000000
6,21,32,#000000,#000000
7,21,244,#FFFFFF,#000000
8,21,173,#FFFFFF,#000000
9,21,173,#FFFFFF,#000000
10,21,173,#FFFFFF,#000000
11,21,244,#FFFFFF,#000000
12,21,244,#FFFFFF,#000000
13,21,244,#FFFFFF,#000000
14,21,222,#FFFFFF,#000000
15,21,125,#FFFFFF,#000000
16,21,174,#FFFFFF,#000000
17,21,174,#FFFFFF,#000000
18,21,222,#FFFFFF,#000000
19,21,39,#FFFFFF,#000000
20,21,91,#FFFFFF,#000000
21,21,19,#FFFFFF,#000000
22,21,222,#FFFFFF,#000000
23,21,91,#FFFFFF,#000000
24,21,91,#FFFFFF,#000000
25,21,125,#FFFFFF,#000000
26,21,46,#FFFFFF,#000000
27,21,173,#FFFFFF,#000000
28,21,179,#FFFFFF,#000000
29,21,44,#FFFFFF,#000000
30,21,32,#000000,#000000
31,21,32,#000000,#000000
32,21,32,#000000,#000000
33,21,32,#000000,#000000
34,21,32,#000000,#000000
35,21,32,#000000,#000000
36,21,32,#000000,#000000
37,21,32,#000000,#000000
38,21,32,#000000,#000000
39,21,32,#000000,#000000
40,21,32,#000000,#000000
0,22,32,#000000,#000000
1,22,32,#000000,#000000
2,22,32,#000000,#000000
3,22,244,#FFFFFF,#000000
4,22,244,#FFFFFF,#000000
5,22,222,#FFFFFF,#000000
6,22,244,#FFFFFF,#000000
7,22,222,#FFFFFF,#000000
8,22,222,#FFFFFF,#000000
9,22,222,#FFFFFF,#000000
10,22,94,#FFFFFF,#000000
11,22,173,#FFFFFF,#000000
12,22,244,#FFFFFF,#000000
13,22,94,#FFFFFF,#000000
14,22,244,#FFFFFF,#000000
15,22,32,#000000,#000000
16,22,222,#FFFFFF,#000000
17,22,222,#FFFFFF,#000000
18,22,179,#FFFFFF,#000000
19,22,32,#000000,#000000
20,22,39,#FFFFFF,#000000
21,22,91,#FFFFFF,#000000
22,22,19,#FFFFFF,#000000
