X,Y,ASCII,Foreground,Background
9,5,202,#DEDEDE,#0A0A0A
10,5,203,#DEDEDE,#0A0A0A
11,5,206,#DEDEDE,#0A0A0A
12,5,188,#DEDEDE,#0A0A0A
13,5,218,#DEDEDE,#0A0A0A
14,5,191,#DEDEDE,#0A0A0A
15,5,204,#DEDEDE,#0A0A0A
16,5,187,#DEDEDE,#0A0A0A
17,5,32,#000000,#040404
18,5,32,#000000,#040404
0,6,32,#000000,#040404
1,6,201,#DEDEDE,#0A0A0A
2,6,206,#DEDEDE,#0A0A0A
3,6,185,#DEDEDE,#0A0A0A
4,6,195,#DEDEDE,#0A0A0A
5,6,180,#DEDEDE,#0A0A0A
6,6,4,#3399FF,#0A0A0A
7,6,204,#DEDEDE,#0A0A0A
8,6,188,#DEDEDE,#0A0A0A
9,6,4,#3399FF,#0A0A0A
10,6,200,#DEDEDE,#0A0A0A
11,6,185,#DEDEDE,#0A0A0A
12,6,4,#3399FF,#0A0A0A
13,6,195,#DEDEDE,#0A0A0A
14,6,180,#DEDEDE,#0A0A0A
15,6,204,#DEDEDE,#0A0A0A
16,6,206,#DEDEDE,#0A0A0A
17,6,187,#DEDEDE,#0A0A0A
18,6,32,#000000,#040404
0,7,205,#DEDEDE,#0A0A0A
1,7,206,#DEDEDE,#0A0A0A
2,7,206,#DEDEDE,#0A0A0A
3,7,185,#DEDEDE,#0A0A0A
4,7,195,#DEDEDE,#0A0A0A
5,7,180,#DEDEDE,#0A0A0A
6,7,4,#3399FF,#0A0A0A
7,7,186,#DEDEDE,#0A0A0A
8,7,4,#3399FF,#0A0A0A
9,7,4,#3399FF,#0A0A0A
10,7,4,#3399FF,#0A0A0A
11,7,186,#DEDEDE,#0A0A0A
12,7,4,#3399FF,#0A0A0A
13,7,195,#DEDEDE,#0A0A0A
14,7,180,#DEDEDE,#0A0A0A
15,7,204,#DEDEDE,#0A0A0A
16,7,206,#DEDEDE,#0A0A0A
17,7,206,#DEDEDE,#0A0A0A
18,7,205,#DEDEDE,#0A0A0A
0,8,32,#000000,#040404
1,8,200,#DEDEDE,#0A0A0A
2,8,206,#DEDEDE,#0A0A0A
3,8,185,#DEDEDE,#0A0A0A
4,8,195,#DEDEDE,#0A0A0A
5,8,180,#DEDEDE,#0A0A0A
6,8,4,#3399FF,#0A0A0A
7,8,204,#DEDEDE,#0A0A0A
8,8,187,#DEDEDE,#0A0A0A
9,8,4,#3399FF,#0A0A0A
10,8,201,#DEDEDE,#0A0A0A
11,8,185,#DEDEDE,#0A0A0A
12,8,4,#3399FF,#0A0A0A
13,8,195,#DEDEDE,#0A0A0A
14,8,180,#DEDEDE,#0A0A0A
15,8,204,#DEDEDE,#0A0A0A
16,8,206,#DEDEDE,#0A0A0A
17,8,188,#DEDEDE,#0A0A0A
18,8,32,#000000,#040404
0,9,32,#000000,#040404
1,9,32,#000000,#040404
2,9,200,#DEDEDE,#0A0A0A
3,9,185,#DEDEDE,#0A0A0A
4,9,195,#DEDEDE,#0A0A0A
5,9,180,#DEDEDE,#0A0A0A
6,9,201,#DEDEDE,#0A0A0A
7,9,206,#DEDEDE,#0A0A0A
8,9,202,#DEDEDE,#0A0A0A
9,9,203,#DEDEDE,#0A0A0A
10,9,202,#DEDEDE,#0A0A0A
11,9,206,#DEDEDE,#0A0A0A
12,9,187,#DEDEDE,#0A0A0A
13,9,195,#DEDEDE,#0A0A0A
14,9,180,#DEDEDE,#0A0A0A
15,9,204,#DEDEDE,#0A0A0A
16,9,188,#DEDEDE,#0A0A0A
17,9,32,#000000,#040404
18,9,32,#000000,#040404
0,10,32,#000000,#040404
1,10,32,#000000,#040404
2,10,32,#000000,#040404
3,10,186,#DEDEDE,#0A0A0A
4,10,192,#DEDEDE,#0A0A0A
5,10,180,#DEDEDE,#0A0A0A
6,10,204,#DEDEDE,#0A0A0A
7,10,188,#DEDEDE,#0A0A0A
8,10,32,#000000,#040404
9,10,186,#DEDEDE,#0A0A0A
10,10,32,#000000,#040404
11,10,200,#DEDEDE,#0A0A0A
12,10,185,#DEDEDE,#0A0A0A
13,10,195,#DEDEDE,#0A0A0A
14,10,217,#DEDEDE,#0A0A0A
15,10,186,#DEDEDE,#0A0A0A
16,10,32,#000000,#040404
17,10,32,#000000,#040404
18,10,32,#000000,#040404
0,11,32,#000000,#040404
1,11,32,#000000,#040404
2,11,32,#000000,#040404
3,11,186,#DEDEDE,#0A0A0A
4,11,4,#3399FF,#0A0A0A
5,11,179,#DEDEDE,#0A0A0A
6,11,186,#DEDEDE,#0A0A0A
7,11,213,#DEDEDE,#0A0A0A
8,11,205,#DEDEDE,#0A0A0A
9,11,206,#DEDEDE,#0A0A0A
10,11,205,#DEDEDE,#0A0A0A
11,11,184,#DEDEDE,#0A0A0A
12,11,186,#DEDEDE,#0A0A0A
13,11,179,#DEDEDE,#0A0A0A
14,11,4,#3399FF,#0A0A0A
15,11,186,#DEDEDE,#0A0A0A
16,11,32,#000000,#040404
17,11,32,#000000,#040404
18,11,32,#000000,#040404
0,12,32,#000000,#040404
1,12,32,#000000,#040404
2,12,32,#000000,#040404
3,12,204,#DEDEDE,#0A0A0A
4,12,187,#DEDEDE,#0A0A0A
5,12,4,#3399FF,#0A0A0A
6,12,186,#DEDEDE,#0A0A0A
7,12,179,#DEDEDE,#0A0A0A
8,12,201,#DEDEDE,#0A0A0A
9,12,206,#DEDEDE,#0A0A0A
10,12,187,#DEDEDE,#0A0A0A
11,12,179,#DEDEDE,#0A0A0A
12,12,186,#DEDEDE,#0A0A0A
13,12,4,#3399FF,#0A0A0A
14,12,201,#DEDEDE,#0A0A0A
15,12,185,#DEDEDE,#0A0A0A
16,12,32,#000000,#040404
17,12,32,#000000,#040404
18,12,32,#000000,#040404
0,13,32,#000000,#040404
1,13,32,#000000,#040404
2,13,32,#000000,#040404
3,13,200,#DEDEDE,#0A0A0A
4,13,206,#DEDEDE,#0A0A0A
5,13,203,#DEDEDE,#0A0A0A
6,13,188,#DEDEDE,#0A0A0A
7,13,249,#DEDEDE,#0A0A0A
8,13,200,#DEDEDE,#0A0A0A
9,13,202,#DEDEDE,#0A0A0A
10,13,188,#DEDEDE,#0A0A0A
11,13,249,#DEDEDE,#0A0A0A
12,13,200,#DEDEDE,#0A0A0A
13,13,203,#DEDEDE,#0A0A0A
14,13,206,#DEDEDE,#0A0A0A
15,13,188,#DEDEDE,#0A0A0A
16,13,32,#000000,#040404
17,13,32,#000000,#040404
18,13,32,#000000,#040404
0,14,32,#000000,#040404
1,14,32,#000000,#040404
2,14,32,#000000,#040404
3,14,32,#000000,#040404
4,14,200,#DEDEDE,#0A0A0A
5,14,188,#DEDEDE,#0A0A0A
6,14,32,#000000,#040404
7,14,32,#000000,#040404
8,14,32,#000000,#040404
9,14,32,#000000,#040404
10,14,32,#000000,#040404
11,14,32,#000000,#040404
12,14,32,#000000,#040404
13,14,200,#DEDEDE,#0A0A0A
14,14,188,#DEDEDE,#0A0A0A
15,14,32,#000000,#040404
16,14,32,#000000,#040404
17,14,32,#000000,#040404
18,14,32,#000000,#040404
