X,Y,ASCII,Foreground,Background
4,7,92,#DEDEDE,#0A0A0A
5,7,32,#000000,#040404
6,7,8,#DEDEDE,#0A0A0A
7,7,8,#DEDEDE,#0A0A0A
8,7,32,#000000,#040404
9,7,47,#DEDEDE,#0A0A0A
10,7,249,#DEDEDE,#0A0A0A
11,7,32,#000000,#040404
12,7,8,#DEDEDE,#0A0A0A
13,7,16,#DEDEDE,#0A0A0A
14,7,32,#000000,#040404
0,8,32,#000000,#040404
1,8,32,#000000,#040404
2,8,213,#DEDEDE,#0A0A0A
3,8,203,#DEDEDE,#0A0A0A
4,8,184,#DEDEDE,#0A0A0A
5,8,92,#DEDEDE,#0A0A0A
6,8,32,#000000,#040404
7,8,32,#000000,#040404
8,8,47,#DEDEDE,#0A0A0A
9,8,213,#DEDEDE,#0A0A0A
10,8,203,#DEDEDE,#0A0A0A
11,8,8,#DEDEDE,#0A0A0A
12,8,32,#000000,#040404
13,8,32,#000000,#040404
14,8,32,#000000,#040404
0,9,32,#000000,#040404
1,9,32,#000000,#040404
2,9,192,#DEDEDE,#0A0A0A
3,9,8,#DEDEDE,#0A0A0A
4,9,8,#DEDEDE,#0A0A0A
5,9,183,#DEDEDE,#0A0A0A
6,9,92,#DEDEDE,#0A0A0A
7,9,47,#DEDEDE,#0A0A0A
8,9,214,#DEDEDE,#0A0A0A
9,9,8,#DEDEDE,#0A0A0A
10,9,8,#DEDEDE,#0A0A0A
11,9,217,#DEDEDE,#0A0A0A
12,9,32,#000000,#040404
13,9,32,#000000,#040404
14,9,32,#000000,#040404
0,10,32,#000000,#040404
1,10,32,#000000,#040404
2,10,32,#000000,#040404
3,10,200,#DEDEDE,#0A0A0A
4,10,8,#DEDEDE,#0A0A0A
5,10,195,#DEDEDE,#0A0A0A
6,10,249,#DEDEDE,#0A0A0A
7,10,249,#DEDEDE,#0A0A0A
8,10,180,#DEDEDE,#0A0A0A
9,10,8,#DEDEDE,#0A0A0A
10,10,188,#DEDEDE,#0A0A0A
11,10,32,#000000,#040404
12,10,32,#000000,#040404
13,10,32,#000000,#040404
14,10,32,#000000,#040404
0,11,32,#000000,#040404
1,11,32,#000000,#040404
2,11,32,#000000,#040404
3,11,32,#000000,#040404
4,11,192,#DEDEDE,#0A0A0A
5,11,8,#DEDEDE,#0A0A0A
6,11,32,#000000,#040404
7,11,32,#000000,#040404
8,11,192,#DEDEDE,#0A0A0A
9,11,217,#DEDEDE,#0A0A0A
10,11,32,#000000,#040404
11,11,32,#000000,#040404
12,11,32,#000000,#040404
13,11,32,#000000,#040404
14,11,32,#000000,#040404
0,12,32,#000000,#040404
1,12,32,#000000,#040404
2,12,32,#000000,#040404
3,12,32,#000000,#040404
4,12,32,#000000,#040404
5,12,32,#000000,#040404
6,12,8,#DEDEDE,#0A0A0A
7,12,32,#000000,#040404
8,12,32,#000000,#040404
9,12,32,#000000,#040404
10,12,32,#000000,#040404
11,12,32,#000000,#040404
12,12,32,#000000,#040404
13,12,32,#000000,#040404
14,12,32,#000000,#040404
0,13,32,#000000,#040404
1,13,32,#000000,#040404
2,13,32,#000000,#040404
3,13,32,#000000,#040404
4,13,32,#000000,#040404
5,13,32,#000000,#040404
6,13,31,#DEDEDE,#0A0A0A
7,13,32,#000000,#040404
8,13,32,#000000,#040404
9,13,32,#000000,#040404
10,13,32,#000000,#040404
11,13,32,#000000,#040404
12,13,32,#000000,#040404
13,13,32,#000000,#040404
14,13,32,#000000,#040404
